srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,26459,149.171.126.16,445,tcp,FIN,0.5237890000000001,1006,732,254,252,3,2,-,14097.28027,9790.202148,12,8,255,255,3988319475,3023855263,84,92,0,0,2399.174791,96.834523,1421934176,1421934176,45.585183,65.187285,0.138821,0.067467,0.071354,0,1,0,0,0,7,8,2,2,2,1,2,Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.7e-05,114,0,254,0,0,0,dns,26823528.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931554,1421931554,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,5,4,4,4,Generic,1
175.45.176.2,42998,149.171.126.14,80,tcp,FIN,0.819549,878,18744,62,252,2,8,http,7857.97998,173822.4219,12,20,255,255,2939703279,3486514641,73,937,0,0,4295.750652000001,4177.638781000001,1421930940,1421930940,74.50445699999999,36.894263,0.18978,0.089929,0.099851,0,1,0,0,0,2,1,1,2,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932420,1421932420,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,3,3,3,3,3,Generic,1
175.45.176.2,9300,149.171.126.18,520,udp,INT,1e-05,104,0,254,0,0,0,-,41600000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1421933091,1421933091,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,4,1,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,DoS,1
175.45.176.3,9430,149.171.126.18,25,tcp,FIN,1.529987,26390,1410,62,252,14,6,-,134155.3906,7006.595703,36,20,255,255,4254888312,772950651,733,71,0,0,3384.885724,113.021883,1421932528,1421932529,43.015684,77.722313,0.075666,0.053257000000000006,0.022409000000000002,0,1,0,0,0,2,1,4,1,1,1,1,DoS,1
175.45.176.3,47366,149.171.126.14,445,tcp,FIN,56.325111,222832,1568,254,252,259,1,-,31477.398439999997,216.59965499999998,184,36,255,255,2371537608,3633926212,1211,44,0,0,126087.0372,8995.007,1421928412,1421928469,307.670181,1606.394,0.15074500000000002,0.101325,0.04942,0,1,0,0,0,4,3,2,3,2,2,2,Fuzzers,1
175.45.176.2,40649,149.171.126.18,111,tcp,FIN,0.929961,564,354,254,252,2,1,-,4370.075684,2666.77832,10,8,255,255,575757317,717747896,56,44,0,0,7035.726579000001,177.814188,1421933960,1421933961,100.92200000000001,121.695,0.130415,0.07807599999999999,0.052339,0,1,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931172,1421931172,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,5,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931851,1421931851,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931084,1421931084,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,7,8,7,4,7,Generic,1
175.45.176.1,52249,149.171.126.11,179,tcp,FIN,0.52765,548,268,254,252,2,1,-,7489.813477,3396.1906740000004,10,6,255,255,2060451822,247899868,55,45,0,0,2775.350037,133.416594,1421928703,1421928703,58.50744399999999,94.971797,0.136176,0.052788999999999996,0.083387,0,1,0,0,0,4,4,2,2,2,2,2,Fuzzers,1
175.45.176.0,9291,149.171.126.17,5837,tcp,FIN,0.53483,644,268,254,252,2,1,-,8675.654297,3350.597656,10,6,255,255,4228601375,1530529682,64,45,0,0,3008.45914,123.09696100000001,1421928662,1421928663,59.42555600000001,82.997398,0.207335,0.11909000000000002,0.088245,0,1,0,0,0,1,8,2,1,1,1,1,Shellcode,1
175.45.176.1,11982,149.171.126.15,21,tcp,FIN,2.002442,756,682,254,252,4,4,ftp,2804.575684,2500.946533,14,12,255,255,1521163861,1070512335,54,57,0,0,7935.5996,208.387406,1421928110,1421928112,147.772764,173.735094,0.199627,0.09134600000000001,0.10828099999999999,0,1,0,0,0,2,2,2,2,1,1,1,Fuzzers,1
175.45.176.3,14799,149.171.126.13,445,tcp,FIN,0.7567699999999999,1268,738,254,252,3,2,-,12294.35645,6829.023437999999,12,8,255,255,888211984,642729748,106,92,0,0,3372.9478310000004,122.51007,1421927913,1421927914,61.633727,97.546711,0.16914200000000001,0.073942,0.0952,0,1,0,0,0,3,6,2,1,1,1,1,Fuzzers,1
175.45.176.1,26962,149.171.126.11,445,tcp,FIN,2.966544,986,814,254,252,4,1,-,2437.85376,1976.71106,12,10,255,255,3376859190,2502407967,82,81,0,0,830940.1458,27225.716,1421928003,1421928006,7831.487094,9386.534,0.18973800000000002,0.110752,0.078986,0,1,0,0,0,6,3,3,4,3,3,3,Fuzzers,1
175.45.176.1,31170,149.171.126.12,25,tcp,FIN,2.753034,3306,1946,62,252,7,8,-,9127.383789,5372.980957,20,20,255,255,4052924509,717358310,165,97,0,0,8425.544073000001,224.841969,1421933722,1421933725,144.896523,140.878469,0.146576,0.075491,0.071085,0,1,0,0,0,5,1,1,6,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930917,1421930917,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,5,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932641,1421932641,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,3,3,3,3,3,Generic,1
175.45.176.3,10741,149.171.126.10,1723,tcp,FIN,0.5318149999999999,756,268,254,252,2,1,-,10244.16406,3369.592773,10,6,255,255,1979987279,3747114064,76,45,0,0,3243.9635789999998,142.585672,1421931545,1421931546,55.444889,87.532602,0.160684,0.094148,0.066536,0,1,0,0,0,4,10,2,2,2,1,2,Fuzzers,1
175.45.176.1,63413,149.171.126.15,53,udp,INT,8e-06,162,0,254,0,0,0,dns,81000000.0,0.0,2,0,0,0,0,0,81,0,0,0,0.0,0.0,1421929368,1421929368,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933527,1421933527,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930732,1421930732,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,8,2,2,2,Fuzzers,1
175.45.176.1,39641,149.171.126.12,5060,udp,INT,1.3000000000000001e-05,1446,0,254,0,0,0,-,444923072.0,0.0,2,0,0,0,0,0,723,0,0,0,0.0,0.0,1421929834,1421929834,0.013000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,5,2,1,2,1,1,1,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932631,1421932631,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,8,8,7,3,7,Generic,1
175.45.176.3,24838,149.171.126.13,111,udp,CON,0.008792,168,112,254,60,0,0,-,76433.125,50955.41406,2,2,0,0,0,0,84,56,0,0,0.0,0.0,1421929972,1421929972,0.004,0.01,0.0,0.0,0.0,0,3,0,0,0,2,2,1,1,1,1,1,DoS,1
175.45.176.3,26767,149.171.126.19,143,tcp,FIN,6.488027,1968,123764,62,252,6,52,-,2366.20459,151291.5938,40,116,255,255,4259451237,3419688451,49,1067,0,0,12265.948999999999,7066.675581999999,1421930013,1421930020,166.359673,56.261992000000006,0.067347,0.017218999999999998,0.050128,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931786,1421931786,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,5,4,4,4,Generic,1
175.45.176.2,60454,149.171.126.10,25,tcp,FIN,0.44133999999999995,582,788,254,252,2,1,smtp,9679.612305,11909.18555,12,6,255,255,2158703608,3241329026,49,131,0,0,2254.012029,45.861773,1421929982,1421929983,38.494728,33.673,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931166,1421931166,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,5,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,uti,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Analysis,1
175.45.176.0,62566,149.171.126.17,80,tcp,FIN,2.978684,2576,182,254,252,7,1,http,6424.313477000001,367.947723,14,4,255,255,1171474855,4006664612,184,46,0,0,18227.88043,180.514703,1421931428,1421931431,229.12953399999998,127.64666399999999,0.141872,0.08368300000000001,0.058189,0,1,0,0,0,1,1,4,3,1,1,2,Exploits,1
175.45.176.1,65180,149.171.126.17,179,tcp,FIN,1.9882939999999998,566,354,254,252,2,1,-,2052.010498,1247.300415,10,8,255,255,2647327140,2516954800,57,44,0,0,13161.10539,511.767938,1421928125,1421928127,212.087556,271.623562,0.20922800000000003,0.086927,0.12230099999999999,0,1,0,0,0,4,2,1,4,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930770,1421930770,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,5,2,2,2,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933669,1421933669,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,9,7,4,7,Generic,1
175.45.176.3,28188,149.171.126.18,5190,tcp,FIN,5.662634,1114,2246,62,252,4,4,-,1476.344727,2947.0385739999997,16,14,255,255,3952397635,3853396738,70,160,0,0,38369.5498,1167.133875,1421931829,1421931834,377.508925,434.019531,0.087291,0.019699,0.067592,0,1,0,0,0,14,4,11,6,4,1,4,Generic,1
175.45.176.3,9354,149.171.126.14,135,tcp,FIN,0.9505709999999999,588,354,254,252,2,1,-,4460.477051,2608.958252,10,8,255,255,2286521236,2348305593,59,44,0,0,5805.707322,208.561937,1421930851,1421930852,105.606333,119.00357,0.18373499999999998,0.11753599999999999,0.06619900000000001,0,1,0,0,0,3,2,1,1,1,1,1,Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931438,1421931438,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,5,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932506,1421932506,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,7,7,4,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931916,1421931916,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,24893,149.171.126.16,80,tcp,FIN,0.41799,5424,268,254,252,3,1,-,95160.17188,4287.184082,12,6,255,255,3947672681,2588630286,452,45,1,0,1975.526012,105.645969,1421928725,1421928725,34.279635999999996,73.21620300000001,0.111358,0.051898,0.05946,0,1,1,0,0,10,1,1,3,1,1,1,Exploits,1
175.45.176.3,40326,149.171.126.10,520,udp,INT,1.3000000000000001e-05,1064,0,254,0,0,0,-,327384608.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1421933486,1421933486,0.013000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,4,6,1,1,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931525,1421931525,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,3,3,3,3,3,Generic,1
175.45.176.2,27269,149.171.126.16,179,tcp,FIN,1.269916,934,642,254,252,5,3,-,5518.475098,3710.4814450000003,16,12,255,255,817911995,2795933606,58,54,0,0,5029.191913000001,144.16134399999999,1421931272,1421931274,83.250203,110.075906,0.105127,0.059079999999999994,0.046047000000000005,0,1,0,0,0,3,4,1,1,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932035,1421932035,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,sccopmce,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930721,1421930721,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,8,4,4,4,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930760,1421930760,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,Fuzzers,1
175.45.176.0,500,149.171.126.13,500,udp,CON,0.624362,4264,3386,254,60,0,0,-,50086.32813,39054.26563,12,10,0,0,0,0,355,339,0,0,66.864852,70.142297,1421930626,1421930627,56.760183999999995,57.46566800000001,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930767,1421930767,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,Fuzzers,1
175.45.176.0,20142,149.171.126.17,179,tcp,FIN,0.643271,534,268,254,252,2,1,-,5981.92627,2785.761963,10,6,255,255,609941390,1782829746,53,45,0,0,3907.900351,182.78578100000001,1421933403,1421933403,67.72555600000001,114.506398,0.141345,0.070737,0.070608,0,1,0,0,0,4,3,2,1,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,cpnx,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930690,1421930690,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933801,1421933801,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,1,1,1,1,1,Generic,1
175.45.176.1,50546,149.171.126.12,80,tcp,FIN,0.714905,8144,268,254,252,4,1,http,84632.21875,2506.626709,14,6,255,255,1414447418,1368199680,582,45,0,0,3536.210737,219.765094,1421931325,1421931325,54.927231000000006,126.65539799999999,0.176077,0.081621,0.094456,0,1,0,0,0,1,1,1,3,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,sps,INT,7.000000000000001e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930722,1421930722,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,9,6,6,6,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931237,1421931237,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,6,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930806,1421930806,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,3,6,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932094,1421932094,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,4,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930807,1421930807,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Fuzzers,1
175.45.176.1,55645,149.171.126.16,80,tcp,FIN,0.297535,798,1964,62,252,2,2,http,19332.17969,46219.77344,10,8,255,255,3807320215,3798777880,80,246,1,563,1735.584305,49.295094,1421929574,1421929575,33.059444,36.519715000000005,0.10890799999999999,0.04118,0.067728,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,42171,149.171.126.15,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927555,1421927555,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,49122,149.171.126.15,80,tcp,FIN,0.258515,782,268,254,252,2,1,-,21785.9707,6931.899414,10,6,255,255,2554796496,39667981,78,45,0,0,1408.3519130000002,77.71565600000001,1421933561,1421933561,28.723889,43.205801,0.08580399999999999,0.019686000000000002,0.066118,0,1,0,0,0,2,1,1,2,1,1,1,Reconnaissance,1
175.45.176.3,7087,149.171.126.14,445,tcp,FIN,1.196023,72947,612,254,252,28,1,-,480064.3438,3805.947021,62,14,255,255,3974556340,238429861,1177,44,0,0,1961.5323239999998,107.54075800000001,1421928414,1421928416,19.226426,83.963078,0.18632200000000002,0.104496,0.081826,0,1,0,0,0,2,1,1,2,1,1,1,Fuzzers,1
175.45.176.0,15996,149.171.126.18,179,tcp,FIN,0.232539,17286,354,254,252,7,1,-,564963.3125,10664.87793,20,8,255,255,2512716272,3099497663,864,44,0,0,851.6021099999999,49.973176,1421929571,1421929571,11.432263,29.142,0.081934,0.028541000000000004,0.053392999999999996,0,1,0,0,0,9,10,3,2,2,1,2,Fuzzers,1
175.45.176.2,60505,149.171.126.15,111,tcp,FIN,1.333226,564,354,254,252,2,1,-,3048.245361,1860.14978,10,8,255,255,1490118957,1399216276,56,44,0,0,8272.899844,319.007469,1421928068,1421928070,141.544333,174.474422,0.168935,0.111898,0.057037,0,1,0,0,0,3,3,2,2,1,1,1,Reconnaissance,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,Fuzzers,1
175.45.176.2,56995,149.171.126.11,16388,tcp,FIN,0.17613199999999998,804,268,254,252,2,1,-,32884.42969,10174.1875,10,6,255,255,4074724779,2413979165,80,45,0,0,959.702552,57.808746,1421934102,1421934102,17.850444,33.896,0.05154299999999999,0.006634,0.044909,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,64699,149.171.126.19,179,tcp,FIN,0.42853900000000006,2530,268,254,252,2,1,-,42507.21484,4181.649902,10,6,255,255,627536966,2280548300,253,45,0,0,2357.926534,117.000977,1421929512,1421929513,45.719556,71.992398,0.138639,0.068566,0.070073,0,1,0,0,0,7,7,2,1,1,1,1,Fuzzers,1
175.45.176.2,27776,149.171.126.15,111,tcp,FIN,1.759149,564,354,254,252,2,1,-,2310.2080079999996,1409.772583,10,8,255,255,163158303,3213053667,56,44,0,0,11904.60435,348.364688,1421928499,1421928501,192.856222,232.318281,0.174702,0.132917,0.041785,0,1,0,0,0,3,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931046,1421931046,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.1,13652,149.171.126.11,7001,tcp,FIN,0.184806,1644,268,254,252,2,1,-,64067.18359,9696.654297,10,6,255,255,2598195599,483321351,164,45,0,0,1109.401796,49.140699,1421930103,1421930103,20.534000000000002,27.7256,0.08507999999999999,0.040768,0.044312,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931967,1421931967,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.3,55108,149.171.126.11,1723,tcp,FIN,0.45028199999999996,756,354,254,252,2,1,-,12099.08398,5507.659668,10,8,255,255,1036093350,2409173603,76,44,0,0,3418.8351770000004,104.761891,1421932583,1421932584,48.331111,55.880855000000004,0.108321,0.059113,0.049208,0,1,0,0,0,5,6,2,2,2,1,2,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,50000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.016,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,0,leaf-1,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930670,1421930670,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,Exploits,1
175.45.176.3,52667,149.171.126.15,80,tcp,FIN,0.19304300000000002,780,268,254,252,2,1,http,29091.964839999997,9282.90625,10,6,255,255,618867556,3206056665,78,45,1,0,1028.768824,60.928621,1421929048,1421929049,19.502778,37.173398,0.055031,0.007169,0.047862,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,51709,149.171.126.10,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929710,1421929710,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,31006,149.171.126.19,5060,udp,CON,59.823212,100480,121106,254,60,0,0,-,13349.73438,16088.738280000001,154,152,0,0,0,0,652,797,0,0,455.68378099999995,464.602875,1421931426,1421931485,391.001375,392.57478100000003,0.0,0.0,0.0,0,3,0,0,0,3,3,3,3,3,3,3,DoS,1
175.45.176.0,63877,149.171.126.11,179,tcp,FIN,0.6273569999999999,7858,268,254,252,4,1,-,93050.6875,2856.427734,14,6,255,255,1160318982,3873597882,561,45,0,0,2875.050162,167.61225,1421928627,1421928628,46.118306,107.584,0.18523900000000001,0.089434,0.095805,0,1,0,0,0,7,5,1,2,1,1,1,Fuzzers,1
175.45.176.0,25880,149.171.126.12,25,tcp,FIN,0.782094,48401,1928,62,252,24,8,smtp,485926.25,18903.09766,54,24,255,255,2060612553,3943414034,896,80,0,0,1150.1739189999998,39.812242,1421929273,1421929274,14.75649,32.021043,0.036404,0.024419,0.011984999999999999,0,1,0,0,0,2,1,1,2,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930757,1421930757,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932140,1421932140,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,18,18,4,4,4,4,4,Generic,1
175.45.176.1,53387,149.171.126.16,143,tcp,FIN,1.715813,1030,3876,62,252,6,7,-,4536.625,17069.45898,18,18,255,255,1894623587,2823180668,57,215,0,0,5733.580534000001,134.59843700000002,1421931156,1421931158,100.876471,98.21058599999999,0.121695,0.046232,0.075463,0,1,0,0,0,5,1,1,1,1,1,1,Exploits,1
175.45.176.0,20668,149.171.126.16,15264,udp,INT,2.1e-05,2202,0,254,0,0,0,-,419428576.0,0.0,2,0,0,0,0,0,1101,0,0,0,0.0,0.0,1421928612,1421928612,0.021,0.0,0.0,0.0,0.0,0,2,0,0,0,8,1,1,4,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930758,1421930758,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,6,2,2,3,Exploits,1
